work_year,experience_level,job_title,salary_in_usd,company_location,job_category,title_enc,country_enc,level_enc,category_enc
2023,Senior,Research Scientist,140000,United States,Research and Science,98,80,3,9
2023,Senior,Machine Learning Engineer,204600,United States,Data Science and AI,75,80,3,3
2023,Senior,Machine Learning Engineer,126500,United States,Data Science and AI,75,80,3,3
2023,Senior,Research Analyst,135960,United States,Research and Science,96,80,3,9
2023,Senior,Research Analyst,70960,United States,Research and Science,96,80,3,9
2023,Senior,Data Engineer,128750,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,86250,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,110736,United Kingdom,Data Engineering,39,79,3,2
2023,Senior,Data Engineer,92280,United Kingdom,Data Engineering,39,79,3,2
2023,Mid-level,Data Engineer,131000,Colombia,Data Engineering,39,14,2,2
2023,Mid-level,Data Engineer,88000,Colombia,Data Engineering,39,14,2,2
2023,Senior,Data Analyst,185100,United States,Analytics and BI,30,80,3,0
2023,Senior,Data Analyst,133300,United States,Analytics and BI,30,80,3,0
2023,Senior,Research Engineer,180000,United States,Research and Science,97,80,3,9
2023,Senior,Research Engineer,150000,United States,Research and Science,97,80,3,9
2023,Senior,Data Engineer,90000,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,75000,United States,Data Engineering,39,80,3,2
2023,Senior,Data Analyst,73824,United Kingdom,Analytics and BI,30,79,3,0
2023,Senior,Data Analyst,61520,United Kingdom,Analytics and BI,30,79,3,0
2023,Mid-level,ML Engineer,125000,United States,Data Science and AI,73,80,2,3
2023,Mid-level,ML Engineer,85000,United States,Data Science and AI,73,80,2,3
2023,Senior,Data Scientist,260000,United States,Data Science and AI,52,80,3,3
2023,Senior,Data Scientist,160000,United States,Data Science and AI,52,80,3,3
2023,Senior,Machine Learning Engineer,150000,Canada,Data Science and AI,75,11,3,3
2023,Senior,Machine Learning Engineer,95000,Canada,Data Science and AI,75,11,3,3
2023,Senior,Data Engineer,204750,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,153550,United States,Data Engineering,39,80,3,2
2023,Senior,Data Analyst,150000,United States,Analytics and BI,30,80,3,0
2023,Senior,Data Analyst,120000,United States,Analytics and BI,30,80,3,0
2023,Mid-level,Data Engineer,150000,United States,Data Engineering,39,80,2,2
2023,Mid-level,Data Engineer,110000,United States,Data Engineering,39,80,2,2
2023,Senior,Data Engineer,200000,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,141000,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,230000,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,175000,United States,Data Engineering,39,80,3,2
2023,Senior,Research Scientist,150000,United States,Research and Science,98,80,3,9
2023,Senior,Research Scientist,120000,United States,Research and Science,98,80,3,9
2023,Senior,Machine Learning Engineer,207611,United States,Data Science and AI,75,80,3,3
2023,Senior,Machine Learning Engineer,127876,United States,Data Science and AI,75,80,3,3
2023,Senior,Data Analyst,175000,United States,Analytics and BI,30,80,3,0
2023,Senior,Data Analyst,135000,United States,Analytics and BI,30,80,3,0
2023,Senior,Data Analyst,100000,United States,Analytics and BI,30,80,3,0
2023,Senior,Data Analyst,75000,United States,Analytics and BI,30,80,3,0
2023,Mid-level,Data Scientist,170000,United States,Data Science and AI,52,80,2,3
2023,Mid-level,Data Scientist,144500,United States,Data Science and AI,52,80,2,3
2023,Senior,Machine Learning Engineer,204500,United States,Data Science and AI,75,80,3,3
2023,Senior,Machine Learning Engineer,142200,United States,Data Science and AI,75,80,3,3
2023,Senior,Machine Learning Engineer,255360,United States,Data Science and AI,75,80,3,3
2023,Senior,Machine Learning Engineer,212800,United States,Data Science and AI,75,80,3,3
2023,Senior,Data Engineer,170000,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,100000,United States,Data Engineering,39,80,3,2
2023,Senior,Data Analyst,106400,United States,Analytics and BI,30,80,3,0
2023,Senior,Data Analyst,81800,United States,Analytics and BI,30,80,3,0
2023,Mid-level,Business Intelligence Analyst,100631,Canada,Analytics and BI,19,11,2,0
2023,Mid-level,Business Intelligence Analyst,80505,Canada,Analytics and BI,19,11,2,0
2023,Senior,Data Infrastructure Engineer,300105,United States,DevOps and Cloud,40,80,3,5
2023,Senior,Data Infrastructure Engineer,151090,United States,DevOps and Cloud,40,80,3,5
2023,Mid-level,Machine Learning Software Engineer,217600,United States,Data Science and AI,83,80,2,3
2023,Mid-level,Machine Learning Software Engineer,145000,United States,Data Science and AI,83,80,2,3
2023,Mid-level,Data Scientist,79976,United Kingdom,Data Science and AI,52,79,2,3
2023,Mid-level,Data Scientist,55368,United Kingdom,Data Science and AI,52,79,2,3
2023,Senior,Data Engineer,129000,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,110000,United States,Data Engineering,39,80,3,2
2023,Senior,Research Analyst,185000,United States,Research and Science,96,80,3,9
2023,Senior,Research Analyst,50000,United States,Research and Science,96,80,3,9
2023,Senior,Data Engineer,210000,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,108000,United States,Data Engineering,39,80,3,2
2023,Mid-level,Data Analyst,80000,United States,Analytics and BI,30,80,2,0
2023,Mid-level,Data Analyst,59500,United States,Analytics and BI,30,80,2,0
2023,Senior,Machine Learning Engineer,250000,United States,Data Science and AI,75,80,3,3
2023,Senior,Machine Learning Engineer,173400,United States,Data Science and AI,75,80,3,3
2023,Senior,Machine Learning Scientist,210398,United Kingdom,Data Science and AI,82,79,3,3
2023,Senior,Machine Learning Scientist,147648,United Kingdom,Data Science and AI,82,79,3,3
2023,Senior,Data Analyst,105000,United States,Analytics and BI,30,80,3,0
2023,Senior,Data Analyst,75000,United States,Analytics and BI,30,80,3,0
2023,Senior,Machine Learning Operations Engineer,60000,United States,Data Science and AI,79,80,3,3
2023,Mid-level,AI Scientist,54000,"Korea, Republic of",Research and Science,4,42,2,9
2023,Senior,Data Engineer,202000,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,132000,United States,Data Engineering,39,80,3,2
2023,Senior,Data Scientist,185900,United States,Data Science and AI,52,80,3,3
2023,Senior,Data Scientist,129300,United States,Data Science and AI,52,80,3,3
2023,Senior,Machine Learning Engineer,204500,United States,Data Science and AI,75,80,3,3
2023,Senior,Machine Learning Engineer,142200,United States,Data Science and AI,75,80,3,3
2023,Mid-level,Data Analyst,73824,United Kingdom,Analytics and BI,30,79,2,0
2023,Mid-level,Data Analyst,61520,United Kingdom,Analytics and BI,30,79,2,0
2023,Senior,Data Scientist,316000,United States,Data Science and AI,52,80,3,3
2023,Senior,Data Scientist,202000,United States,Data Science and AI,52,80,3,3
2023,Mid-level,AI Research Engineer,81206,United Kingdom,Research and Science,2,79,2,9
2023,Executive,Head of Machine Learning,330000,United States,Data Science and AI,68,80,1,3
2023,Executive,Head of Machine Learning,188000,United States,Data Science and AI,68,80,1,3
2023,Mid-level,BI Analyst,140000,United States,Analytics and BI,13,80,2,0
2023,Mid-level,BI Analyst,110000,United States,Analytics and BI,13,80,2,0
2023,Senior,Machine Learning Researcher,190000,United States,Data Science and AI,81,80,3,3
2023,Senior,Machine Learning Researcher,170000,United States,Data Science and AI,81,80,3,3
2023,Senior,Data Engineer,180000,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,162000,United States,Data Engineering,39,80,3,2
2023,Senior,Research Analyst,150000,United States,Research and Science,96,80,3,9
2023,Senior,Research Analyst,125000,United States,Research and Science,96,80,3,9
2023,Senior,Data Scientist,140000,United States,Data Science and AI,52,80,3,3
2023,Senior,Data Scientist,105000,United States,Data Science and AI,52,80,3,3
2023,Mid-level,Data Scientist,145000,United States,Data Science and AI,52,80,2,3
2023,Mid-level,Data Scientist,115000,United States,Data Science and AI,52,80,2,3
2023,Mid-level,Decision Scientist,204500,United States,Research and Science,58,80,2,9
2023,Mid-level,Decision Scientist,142200,United States,Research and Science,58,80,2,9
2023,Mid-level,Business Intelligence Analyst,150000,United States,Analytics and BI,19,80,2,0
2023,Mid-level,Business Intelligence Analyst,135000,United States,Analytics and BI,19,80,2,0
2023,Senior,Machine Learning Engineer,247500,United States,Data Science and AI,75,80,3,3
2023,Senior,Machine Learning Engineer,172200,United States,Data Science and AI,75,80,3,3
2023,Executive,Head of Data,329500,United States,Executive and Management,66,80,1,6
2023,Executive,Head of Data,269600,United States,Executive and Management,66,80,1,6
2023,Senior,Business Intelligence Engineer,225000,United States,Analytics and BI,22,80,3,0
2023,Senior,Business Intelligence Engineer,156400,United States,Analytics and BI,22,80,3,0
2023,Senior,Data Engineer,190000,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,170000,United States,Data Engineering,39,80,3,2
2023,Mid-level,Data Analyst,80000,United States,Analytics and BI,30,80,2,0
2023,Mid-level,Data Analyst,70000,United States,Analytics and BI,30,80,2,0
2023,Senior,Data Scientist,204500,United States,Data Science and AI,52,80,3,3
2023,Senior,Data Scientist,138900,United States,Data Science and AI,52,80,3,3
2023,Senior,Machine Learning Scientist,204500,Canada,Data Science and AI,82,11,3,3
2023,Senior,Machine Learning Scientist,142200,Canada,Data Science and AI,82,11,3,3
2023,Mid-level,Data Engineer,146000,United States,Data Engineering,39,80,2,2
2023,Mid-level,Data Engineer,97000,United States,Data Engineering,39,80,2,2
2023,Senior,Data Engineer,147100,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,90700,United States,Data Engineering,39,80,3,2
2023,Senior,Data Scientist,257000,United States,Data Science and AI,52,80,3,3
2023,Senior,Data Scientist,197000,United States,Data Science and AI,52,80,3,3
2023,Senior,Business Intelligence Engineer,140000,United States,Analytics and BI,22,80,3,0
2023,Senior,Business Intelligence Engineer,120000,United States,Analytics and BI,22,80,3,0
2023,Senior,Data Analyst,85000,United States,Analytics and BI,30,80,3,0
2023,Senior,Data Analyst,79000,United States,Analytics and BI,30,80,3,0
2023,Senior,Data Analyst,93919,United States,Analytics and BI,30,80,3,0
2023,Senior,Data Analyst,51962,United States,Analytics and BI,30,80,3,0
2023,Senior,Data Engineer,155000,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,84800,United States,Data Engineering,39,80,3,2
2023,Senior,Machine Learning Engineer,250500,United States,Data Science and AI,75,80,3,3
2023,Senior,Machine Learning Engineer,166600,United States,Data Science and AI,75,80,3,3
2023,Mid-level,Data Scientist,135344,United Kingdom,Data Science and AI,52,79,2,3
2023,Mid-level,Data Scientist,98432,United Kingdom,Data Science and AI,52,79,2,3
2023,Executive,Data Engineer,174500,United States,Data Engineering,39,80,1,2
2023,Executive,Data Engineer,113000,United States,Data Engineering,39,80,1,2
2023,Senior,Data Engineer,135000,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,90000,United States,Data Engineering,39,80,3,2
2023,Executive,Head of Data,246080,United Kingdom,Executive and Management,66,79,1,6
2023,Executive,Head of Data,184560,United Kingdom,Executive and Management,66,79,1,6
2023,Senior,Data Engineer,135000,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,90000,United States,Data Engineering,39,80,3,2
2023,Mid-level,Data Analyst,53120,Estonia,Analytics and BI,30,22,2,0
2023,Senior,Data Engineer,260000,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,225000,United States,Data Engineering,39,80,3,2
2023,Senior,Machine Learning Engineer,226600,United States,Data Science and AI,75,80,3,3
2023,Senior,Machine Learning Engineer,140100,United States,Data Science and AI,75,80,3,3
2023,Senior,Machine Learning Engineer,204600,United States,Data Science and AI,75,80,3,3
2023,Senior,Machine Learning Engineer,126500,United States,Data Science and AI,75,80,3,3
2023,Senior,Machine Learning Engineer,212000,United States,Data Science and AI,75,80,3,3
2023,Senior,Analytics Engineer,213600,United States,Analytics and BI,7,80,3,0
2023,Senior,Analytics Engineer,142400,United States,Analytics and BI,7,80,3,0
2023,Senior,Data Scientist,153600,United States,Data Science and AI,52,80,3,3
2023,Senior,Data Scientist,106800,United States,Data Science and AI,52,80,3,3
2023,Senior,Machine Learning Engineer,309000,United States,Data Science and AI,75,80,3,3
2023,Senior,Machine Learning Engineer,142000,United States,Data Science and AI,75,80,3,3
2023,Mid-level,ML Engineer,125000,United States,Data Science and AI,73,80,2,3
2023,Mid-level,ML Engineer,85000,United States,Data Science and AI,73,80,2,3
2023,Senior,Machine Learning Engineer,226600,United States,Data Science and AI,75,80,3,3
2023,Senior,Machine Learning Engineer,140100,United States,Data Science and AI,75,80,3,3
2023,Senior,Research Scientist,303050,United States,Research and Science,98,80,3,9
2023,Senior,Research Scientist,202350,United States,Research and Science,98,80,3,9
2023,Senior,Data Engineer,143000,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,95000,United States,Data Engineering,39,80,3,2
2023,Senior,Business Intelligence Engineer,185000,United States,Analytics and BI,22,80,3,0
2023,Senior,Business Intelligence Engineer,79600,United States,Analytics and BI,22,80,3,0
2023,Senior,Data Scientist,207900,United States,Data Science and AI,52,80,3,3
2023,Senior,Data Scientist,158400,United States,Data Science and AI,52,80,3,3
2023,Senior,Research Scientist,303050,United States,Research and Science,98,80,3,9
2023,Senior,Research Scientist,202350,United States,Research and Science,98,80,3,9
2023,Senior,Data Infrastructure Engineer,200000,United States,DevOps and Cloud,40,80,3,5
2023,Senior,Machine Learning Engineer,241300,United States,Data Science and AI,75,80,3,3
2023,Senior,Machine Learning Engineer,211949,United States,Data Science and AI,75,80,3,3
2023,Mid-level,Data Scientist,172200,United States,Data Science and AI,52,80,2,3
2023,Mid-level,Data Scientist,131200,United States,Data Science and AI,52,80,2,3
2023,Entry-level,Data Scientist,105000,United States,Data Science and AI,52,80,0,3
2023,Entry-level,Data Scientist,70000,United States,Data Science and AI,52,80,0,3
2023,Senior,Machine Learning Engineer,253000,United States,Data Science and AI,75,80,3,3
2023,Senior,Machine Learning Engineer,123800,United States,Data Science and AI,75,80,3,3
2023,Senior,Data Scientist,240000,United States,Data Science and AI,52,80,3,3
2023,Senior,Data Scientist,142500,United States,Data Science and AI,52,80,3,3
2023,Senior,Machine Learning Engineer,330000,United States,Data Science and AI,75,80,3,3
2023,Senior,Machine Learning Engineer,204000,United States,Data Science and AI,75,80,3,3
2023,Executive,Machine Learning Engineer,180000,United States,Data Science and AI,75,80,1,3
2023,Executive,Machine Learning Engineer,160000,United States,Data Science and AI,75,80,1,3
2023,Senior,Business Intelligence Analyst,193600,United States,Analytics and BI,19,80,3,0
2023,Senior,Business Intelligence Analyst,130838,United States,Analytics and BI,19,80,3,0
2023,Senior,Data Engineer,225500,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,139400,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,143000,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,95000,United States,Data Engineering,39,80,3,2
2023,Senior,Machine Learning Engineer,328133,United States,Data Science and AI,75,80,3,3
2023,Senior,Machine Learning Engineer,218755,United States,Data Science and AI,75,80,3,3
2023,Senior,Data Scientist,250830,United States,Data Science and AI,52,80,3,3
2023,Senior,Data Scientist,143370,United States,Data Science and AI,52,80,3,3
2023,Senior,Analytics Engineer,260000,United States,Analytics and BI,7,80,3,0
2023,Senior,Analytics Engineer,160000,United States,Analytics and BI,7,80,3,0
2023,Senior,Data Scientist,203500,United States,Data Science and AI,52,80,3,3
2023,Senior,Data Scientist,166500,United States,Data Science and AI,52,80,3,3
2023,Mid-level,Data Scientist,180000,United States,Data Science and AI,52,80,2,3
2023,Mid-level,Data Scientist,162000,United States,Data Science and AI,52,80,2,3
2023,Senior,Data Engineer,145000,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,115000,United States,Data Engineering,39,80,3,2
2023,Senior,Data Analyst,180400,United States,Analytics and BI,30,80,3,0
2023,Senior,Data Analyst,138800,United States,Analytics and BI,30,80,3,0
2023,Senior,Research Analyst,148350,United States,Research and Science,96,80,3,9
2023,Senior,Research Analyst,87400,United States,Research and Science,96,80,3,9
2023,Mid-level,Data Analyst,87500,United States,Analytics and BI,30,80,2,0
2023,Mid-level,Data Analyst,62500,United States,Analytics and BI,30,80,2,0
2023,Senior,Data Science Consultant,157550,United States,Consulting,50,80,3,1
2023,Senior,Data Science Consultant,104650,United States,Consulting,50,80,3,1
2023,Senior,Machine Learning Engineer,309000,United States,Data Science and AI,75,80,3,3
2023,Senior,Machine Learning Engineer,142000,United States,Data Science and AI,75,80,3,3
2023,Senior,Data Engineer,139500,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,118575,United States,Data Engineering,39,80,3,2
2023,Senior,Data Analyst,129150,United States,Analytics and BI,30,80,3,0
2023,Senior,Data Analyst,98400,United States,Analytics and BI,30,80,3,0
2023,Senior,Data Analyst,192500,United States,Analytics and BI,30,80,3,0
2023,Senior,Data Analyst,140000,United States,Analytics and BI,30,80,3,0
2023,Mid-level,Data Engineer,67672,United Kingdom,Data Engineering,39,79,2,2
2023,Mid-level,Data Engineer,67672,United Kingdom,Data Engineering,39,79,2,2
2023,Senior,Business Intelligence Developer,98010,United States,Analytics and BI,21,80,3,0
2023,Senior,Business Intelligence Developer,66825,United States,Analytics and BI,21,80,3,0
2023,Mid-level,Data Analyst,95000,United States,Analytics and BI,30,80,2,0
2023,Mid-level,Data Analyst,80000,United States,Analytics and BI,30,80,2,0
2023,Mid-level,Decision Scientist,204500,United States,Research and Science,58,80,2,9
2023,Mid-level,Decision Scientist,142200,United States,Research and Science,58,80,2,9
2023,Senior,Data Scientist,120000,United States,Data Science and AI,52,80,3,3
2023,Senior,Data Scientist,100000,United States,Data Science and AI,52,80,3,3
2023,Senior,Research Engineer,155000,United States,Research and Science,97,80,3,9
2023,Senior,Research Engineer,130000,United States,Research and Science,97,80,3,9
2023,Senior,Machine Learning Engineer,204500,United States,Data Science and AI,75,80,3,3
2023,Senior,Machine Learning Engineer,142200,United States,Data Science and AI,75,80,3,3
2023,Mid-level,Machine Learning Engineer,170000,United States,Data Science and AI,75,80,2,3
2023,Mid-level,Machine Learning Engineer,120000,United States,Data Science and AI,75,80,2,3
2023,Mid-level,Data Analyst,229000,United States,Analytics and BI,30,80,2,0
2023,Mid-level,Data Analyst,131000,United States,Analytics and BI,30,80,2,0
2023,Senior,Data Analyst,192000,United States,Analytics and BI,30,80,3,0
2023,Senior,Data Analyst,164000,United States,Analytics and BI,30,80,3,0
2023,Senior,Data Engineer,181500,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,112200,United States,Data Engineering,39,80,3,2
2023,Senior,Data Scientist,223800,United States,Data Science and AI,52,80,3,3
2023,Senior,Data Scientist,172100,United States,Data Science and AI,52,80,3,3
2023,Senior,Applied Scientist,258800,United States,Research and Science,11,80,3,9
2023,Senior,Applied Scientist,199200,United States,Research and Science,11,80,3,9
2023,Senior,Research Engineer,185000,United States,Research and Science,97,80,3,9
2023,Senior,Research Engineer,148000,United States,Research and Science,97,80,3,9
2023,Senior,Machine Learning Engineer,193600,United States,Data Science and AI,75,80,3,3
2023,Senior,Machine Learning Engineer,119700,United States,Data Science and AI,75,80,3,3
2023,Senior,Data Scientist,175750,United States,Data Science and AI,52,80,3,3
2023,Senior,Data Scientist,136742,United States,Data Science and AI,52,80,3,3
2023,Mid-level,Research Engineer,257400,United States,Research and Science,97,80,2,9
2023,Mid-level,Research Engineer,193500,United States,Research and Science,97,80,2,9
2023,Senior,Data Scientist,228856,United States,Data Science and AI,52,80,3,3
2023,Senior,Data Scientist,144540,United States,Data Science and AI,52,80,3,3
2023,Senior,Data Scientist,155000,United States,Data Science and AI,52,80,3,3
2023,Senior,Data Scientist,125000,United States,Data Science and AI,52,80,3,3
2023,Senior,Data Engineer,150600,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,120500,United States,Data Engineering,39,80,3,2
2023,Senior,Data Scientist,176000,United States,Data Science and AI,52,80,3,3
2023,Senior,Data Scientist,152000,United States,Data Science and AI,52,80,3,3
2023,Senior,Analytics Engineer,200000,United States,Analytics and BI,7,80,3,0
2023,Mid-level,Data Strategist,115500,United States,Consulting,54,80,2,1
2023,Mid-level,Data Strategist,73500,United States,Consulting,54,80,2,1
2023,Executive,Data Engineer,135344,United Kingdom,Data Engineering,39,79,1,2
2023,Executive,Data Engineer,98432,United Kingdom,Data Engineering,39,79,1,2
2023,Senior,Data Scientist,225000,United States,Data Science and AI,52,80,3,3
2023,Senior,Data Scientist,172758,United States,Data Science and AI,52,80,3,3
2023,Mid-level,Research Engineer,86128,United Kingdom,Research and Science,97,79,2,9
2023,Mid-level,Research Engineer,67672,United Kingdom,Research and Science,97,79,2,9
2023,Mid-level,Data Analyst,110000,United States,Analytics and BI,30,80,2,0
2023,Mid-level,Data Analyst,85000,United States,Analytics and BI,30,80,2,0
2023,Senior,Data Engineer,245000,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,194992,United States,Data Engineering,39,80,3,2
2023,Mid-level,Data Scientist,140000,United States,Data Science and AI,52,80,2,3
2023,Mid-level,Data Scientist,100000,United States,Data Science and AI,52,80,2,3
2023,Senior,Machine Learning Engineer,213800,United States,Data Science and AI,75,80,3,3
2023,Senior,Machine Learning Engineer,180300,United States,Data Science and AI,75,80,3,3
2023,Senior,Data Engineer,145000,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,90000,United States,Data Engineering,39,80,3,2
2023,Executive,Director of Data Science,250300,United States,Executive and Management,61,80,1,6
2023,Senior,Machine Learning Engineer,250500,United States,Data Science and AI,75,80,3,3
2023,Senior,Machine Learning Engineer,166600,United States,Data Science and AI,75,80,3,3
2023,Senior,ML Engineer,262269,United States,Data Science and AI,73,80,3,3
2023,Senior,ML Engineer,230797,United States,Data Science and AI,73,80,3,3
2023,Mid-level,Data Engineer,147100,United States,Data Engineering,39,80,2,2
2023,Mid-level,Data Engineer,90700,United States,Data Engineering,39,80,2,2
2023,Senior,Machine Learning Infrastructure Engineer,185000,United States,Data Science and AI,76,80,3,3
2023,Senior,Machine Learning Infrastructure Engineer,145000,United States,Data Science and AI,76,80,3,3
2023,Senior,Data Analyst,123040,United Kingdom,Analytics and BI,30,79,3,0
2023,Senior,Data Analyst,92280,United Kingdom,Analytics and BI,30,79,3,0
2023,Mid-level,Data Scientist,115000,United States,Data Science and AI,52,80,2,3
2023,Mid-level,Data Scientist,90000,United States,Data Science and AI,52,80,2,3
2023,Senior,Data Analyst,195000,United States,Analytics and BI,30,80,3,0
2023,Senior,Data Analyst,73500,United States,Analytics and BI,30,80,3,0
2023,Senior,Data Engineer,155000,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,84800,United States,Data Engineering,39,80,3,2
2023,Senior,Data Infrastructure Engineer,185000,United States,DevOps and Cloud,40,80,3,5
2023,Senior,Data Infrastructure Engineer,145000,United States,DevOps and Cloud,40,80,3,5
2023,Senior,Machine Learning Infrastructure Engineer,158900,United States,Data Science and AI,76,80,3,3
2023,Senior,Machine Learning Infrastructure Engineer,132400,United States,Data Science and AI,76,80,3,3
2023,Mid-level,AI Engineer,140000,United States,Data Science and AI,0,80,2,3
2023,Senior,Machine Learning Scientist,163800,United States,Data Science and AI,82,80,3,3
2023,Senior,Machine Learning Scientist,126000,United States,Data Science and AI,82,80,3,3
2023,Senior,Data Scientist,225000,United States,Data Science and AI,52,80,3,3
2023,Senior,Data Scientist,111967,United States,Data Science and AI,52,80,3,3
2023,Senior,Data Engineer,205600,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,105700,United States,Data Engineering,39,80,3,2
2023,Mid-level,Data Analyst,104000,United States,Analytics and BI,30,80,2,0
2023,Mid-level,Data Analyst,88000,United States,Analytics and BI,30,80,2,0
2023,Senior,Data Engineer,216027,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,101028,United States,Data Engineering,39,80,3,2
2023,Senior,Data Scientist,48585,Spain,Data Science and AI,52,70,3,3
2023,Senior,Data Scientist,38868,Spain,Data Science and AI,52,70,3,3
2023,Senior,Applied Scientist,309400,United States,Research and Science,11,80,3,9
2023,Senior,Applied Scientist,159100,United States,Research and Science,11,80,3,9
2023,Senior,Data Analyst,142000,United States,Analytics and BI,30,80,3,0
2023,Senior,Data Analyst,128000,United States,Analytics and BI,30,80,3,0
2023,Senior,Data Engineer,174350,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,126800,United States,Data Engineering,39,80,3,2
2023,Senior,Machine Learning Engineer,226600,United States,Data Science and AI,75,80,3,3
2023,Senior,Machine Learning Engineer,140100,United States,Data Science and AI,75,80,3,3
2023,Senior,Data Scientist,180000,United States,Data Science and AI,52,80,3,3
2023,Senior,Data Scientist,162000,United States,Data Science and AI,52,80,3,3
2023,Senior,Machine Learning Engineer,262000,United States,Data Science and AI,75,80,3,3
2023,Senior,Machine Learning Engineer,186000,United States,Data Science and AI,75,80,3,3
2023,Senior,Business Intelligence Engineer,185000,United States,Analytics and BI,22,80,3,0
2023,Senior,Business Intelligence Engineer,79600,United States,Analytics and BI,22,80,3,0
2023,Senior,Data Analyst,129000,Canada,Analytics and BI,30,11,3,0
2023,Senior,Data Analyst,95000,Canada,Analytics and BI,30,11,3,0
2023,Senior,Analytics Engineer,175000,United States,Analytics and BI,7,80,3,0
2023,Senior,Analytics Engineer,120000,United States,Analytics and BI,7,80,3,0
2023,Mid-level,Data Analyst,92280,United Kingdom,Analytics and BI,30,79,2,0
2023,Mid-level,Data Analyst,67672,United Kingdom,Analytics and BI,30,79,2,0
2023,Senior,Data Analyst,130000,United States,Analytics and BI,30,80,3,0
2023,Senior,Data Analyst,105000,United States,Analytics and BI,30,80,3,0
2023,Senior,Machine Learning Engineer,232200,United States,Data Science and AI,75,80,3,3
2023,Senior,Machine Learning Engineer,119000,United States,Data Science and AI,75,80,3,3
2023,Senior,Data Scientist,268000,United States,Data Science and AI,52,80,3,3
2023,Senior,Data Scientist,137500,United States,Data Science and AI,52,80,3,3
2023,Senior,Data Analyst,153300,United States,Analytics and BI,30,80,3,0
2023,Senior,Data Analyst,104244,United States,Analytics and BI,30,80,3,0
2023,Senior,Applied Scientist,216000,United States,Research and Science,11,80,3,9
2023,Senior,Applied Scientist,184000,United States,Research and Science,11,80,3,9
2023,Senior,Data Scientist,190000,United States,Data Science and AI,52,80,3,3
2023,Senior,Data Scientist,145000,United States,Data Science and AI,52,80,3,3
2023,Senior,Data Engineer,155000,United States,Data Engineering,39,80,3,2
2023,Senior,Data Engineer,135000,United States,Data Engineering,39,80,3,2
2023,Senior,Data Scientist,226000,United States,Data Science and AI,52,80,3,3
2023,Senior,Data Scientist,160000,United States,Data Science and AI,52,80,3,3
2023,Mid-level,Data Analyst,80000,United States,Analytics and BI,30,80,2,0
2023,Mid-level,Data Analyst,70000,United States,Analytics and BI,30,80,2,0
2023,Senior,Applied Scientist,230000,United States,Research and Science,11,80,3,9
2023,Senior,Applied Scientist,196000,United States,Research and Science,11,80,3,9
2023,Senior,Data Scientist,181500,United States,Data Science and AI,52,80,3,3
2023,Senior,Data Scientist,127000,United States,Data Science and AI,52,80,3,3
2023,Mid-level,Machine Learning Researcher,210000,United States,Data Science and AI,81,80,2,3
2023,Senior,ML Engineer,245000,United States,Data Science and AI,73,80,3,3
2023,Mid-level,AI Engineer,225000,United States,Data Science and AI,0,80,2,3
2023,Mid-level,AI Engineer,175000,United States,Data Science and AI,0,80,2,3
2023,Senior,Data Engineer,110019,Canada,Data Engineering,39,11,3,2
2023,Senior,Data Engineer,86682,Canada,Data Engineering,39,11,3,2
2023,Senior,Data Analyst,131650,United States,Analytics and BI,30,80,3,0
2023,Senior,Data Analyst,105320,United States,Analytics and BI,30,80,3,0
2023,Senior,Research Engineer,210000,United States,Research and Science,97,80,3,9
2023,Senior,Research Engineer,151800,United States,Research and Science,97,80,3,9
2023,Senior,Data Scientist,147500,United States,Data Science and AI,52,80,3,3
